img1_path,img2_path,label
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gregg_Berhalter\Gregg_Berhalter_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Katerina_Smrzova\Katerina_Smrzova_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fred_Thompson\Fred_Thompson_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fred_Thompson\Fred_Thompson_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Larry_Hahn\Larry_Hahn_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_P_Bush\George_P_Bush_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cameron_Diaz\Cameron_Diaz_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rafael_Ramirez\Rafael_Ramirez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marc_Grossman\Marc_Grossman_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marc_Grossman\Marc_Grossman_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Al_Sharpton\Al_Sharpton_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Al_Sharpton\Al_Sharpton_0006.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Christopher_Patten\Christopher_Patten_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Christopher_Patten\Christopher_Patten_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sean_Astin\Sean_Astin_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sean_Astin\Sean_Astin_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alison_Lohman\Alison_Lohman_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lynne_Thigpen\Lynne_Thigpen_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Toni_Braxton\Toni_Braxton_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Guillermo_Ruiz_Polanco\Guillermo_Ruiz_Polanco_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Tornberg\David_Tornberg_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michelle_Lecky\Michelle_Lecky_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ian_McKellen\Ian_McKellen_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Alden\Mike_Alden_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chen_Liang_Yu\Chen_Liang_Yu_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rick_Lu\Rick_Lu_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dick_Clark\Dick_Clark_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dick_Clark\Dick_Clark_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sherry_Irving\Sherry_Irving_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joseph_Blatter\Joseph_Blatter_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Queen_Latifah\Queen_Latifah_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\AJ_Lamas\AJ_Lamas_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Irina_Yatchenko\Irina_Yatchenko_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Martin_McCauley\Martin_McCauley_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lina_Krasnoroutskaya\Lina_Krasnoroutskaya_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lina_Krasnoroutskaya\Lina_Krasnoroutskaya_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Theresa_May\Theresa_May_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Theresa_May\Theresa_May_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Valdas_Adamkus\Valdas_Adamkus_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Valdas_Adamkus\Valdas_Adamkus_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Serena_Karlan\Serena_Karlan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paula_Zahn\Paula_Zahn_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dennis_Erickson\Dennis_Erickson_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dennis_Erickson\Dennis_Erickson_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gabrielle_Union\Gabrielle_Union_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Frank_Schmoekel\Frank_Schmoekel_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Donohue\David_Donohue_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Leavitt\Michael_Leavitt_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Martz\Mike_Martz_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Martz\Mike_Martz_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Russell_Coutts\Russell_Coutts_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jim_Cantalupo\Jim_Cantalupo_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Donald_Evans\Donald_Evans_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Donald_Evans\Donald_Evans_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mickey_Rooney\Mickey_Rooney_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_De_Niro\Robert_De_Niro_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Claudia_Schiffer\Claudia_Schiffer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Claudia_Schiffer\Claudia_Schiffer_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Jackson\Michael_Jackson_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Jackson\Michael_Jackson_0008.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Deniz_Baykal\Deniz_Baykal_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Manuel_Rosendo\Manuel_Rosendo_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alex_Penelas\Alex_Penelas_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mickey_Gilley\Mickey_Gilley_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anthony_LaPaglia\Anthony_LaPaglia_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anthony_LaPaglia\Anthony_LaPaglia_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Luis_Figo\Luis_Figo_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Luis_Figo\Luis_Figo_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carla_Myers\Carla_Myers_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carla_Myers\Carla_Myers_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kurt_Busch\Kurt_Busch_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kurt_Busch\Kurt_Busch_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jen_Bice\Jen_Bice_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Calvin_Harrison\Calvin_Harrison_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dalai_Lama\Dalai_Lama_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dalai_Lama\Dalai_Lama_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Adam_Sandler\Adam_Sandler_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vyacheslav_Fetisov\Vyacheslav_Fetisov_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Heath_Ledger\Heath_Ledger_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Heath_Ledger\Heath_Ledger_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pat_Riley\Pat_Riley_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stephen_Push\Stephen_Push_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hanan_Ashrawi\Hanan_Ashrawi_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hanan_Ashrawi\Hanan_Ashrawi_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eve_Ensler\Eve_Ensler_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Beth_Blough\Beth_Blough_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Griese\Brian_Griese_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Griese\Brian_Griese_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gary_Gitnick\Gary_Gitnick_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Guillermo_Monroy\Guillermo_Monroy_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joe_Cocker\Joe_Cocker_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ronald_Perelman\Ronald_Perelman_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nida_Blanca\Nida_Blanca_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Adriana_Lima\Adriana_Lima_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Silvia_Farina_Elia\Silvia_Farina_Elia_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Silvia_Farina_Elia\Silvia_Farina_Elia_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricardo_Monasterio\Ricardo_Monasterio_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricardo_Monasterio\Ricardo_Monasterio_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bertrand_Bonello\Bertrand_Bonello_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bertrand_Bonello\Bertrand_Bonello_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Meadors\Brian_Meadors_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cora_Cambell\Cora_Cambell_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chris_Swecker\Chris_Swecker_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Carlos_Morales\Juan_Carlos_Morales_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ralph_Lauren\Ralph_Lauren_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ralph_Lauren\Ralph_Lauren_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alberto_Acosta\Alberto_Acosta_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thomas_Watjen\Thomas_Watjen_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_Holmberg\Peter_Holmberg_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ben_Curtis\Ben_Curtis_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anna_Nicole_Smith\Anna_Nicole_Smith_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anna_Nicole_Smith\Anna_Nicole_Smith_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stan_Heath\Stan_Heath_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Calvin_Joseph_Coleman\Calvin_Joseph_Coleman_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Wolf\John_Wolf_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Irfan_Ahmed\Irfan_Ahmed_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nick_Reilly\Nick_Reilly_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Jordan\Brian_Jordan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Micheal_Jourdain_Jr\Micheal_Jourdain_Jr_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ashanti\Ashanti_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hassanal_Bolkiah\Hassanal_Bolkiah_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Prince_William\Prince_William_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michele_Placido\Michele_Placido_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Boris_Yeltsin\Boris_Yeltsin_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Din_Samsudin\Din_Samsudin_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Karin_Viard\Karin_Viard_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jayson_Williams\Jayson_Williams_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jayson_Williams\Jayson_Williams_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_Coughlin\Tom_Coughlin_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Janet_Horvath\Janet_Horvath_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alfonso_Cuaron\Alfonso_Cuaron_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bustam_A_Zedan_Aljanabi\Bustam_A_Zedan_Aljanabi_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Octavio_Lara\Octavio_Lara_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Todd_Robbins\Todd_Robbins_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roy_Jones_Jr\Roy_Jones_Jr_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Zoellick\Robert_Zoellick_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Donna_Morrissey\Donna_Morrissey_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gillian_Anderson\Gillian_Anderson_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Candie_Kung\Candie_Kung_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Candie_Kung\Candie_Kung_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Humberto_Espinoza\Humberto_Espinoza_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Salman_Khan\Salman_Khan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gerry_Parsky\Gerry_Parsky_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gerry_Parsky\Gerry_Parsky_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gregory_Hines\Gregory_Hines_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Clemente_de_la_Vega\Clemente_de_la_Vega_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Butts\James_Butts_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Shobha_De\Shobha_De_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Stack\Robert_Stack_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Stack\Robert_Stack_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Philippe_Noiret\Philippe_Noiret_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Philippe_Noiret\Philippe_Noiret_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Frank_Lautenberg\Frank_Lautenberg_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Frank_Lautenberg\Frank_Lautenberg_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Macrozonaris\Nicolas_Macrozonaris_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Laura_Schlessinger\Laura_Schlessinger_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gian_Marco\Gian_Marco_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gian_Marco\Gian_Marco_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tyron_Garner\Tyron_Garner_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tyron_Garner\Tyron_Garner_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jean_Brumley\Jean_Brumley_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jean_Brumley\Jean_Brumley_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rupert_Murdoch\Rupert_Murdoch_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rupert_Murdoch\Rupert_Murdoch_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Maria_Shriver\Maria_Shriver_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Maria_Shriver\Maria_Shriver_0007.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Phil_Vassar\Phil_Vassar_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Phil_Vassar\Phil_Vassar_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_McCallum\John_McCallum_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_McCallum\John_McCallum_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Erik_Morales\Erik_Morales_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Erik_Morales\Erik_Morales_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Malcolm_Wild\Malcolm_Wild_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tamika_Catchings\Tamika_Catchings_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Magdalena_Maleeva\Magdalena_Maleeva_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andy_Graves\Andy_Graves_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jim_Haslett\Jim_Haslett_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cari_Davis\Cari_Davis_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Martin_ONeill\Martin_ONeill_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joe_Nichols\Joe_Nichols_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alberto_Ruiz_Gallardon\Alberto_Ruiz_Gallardon_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alberto_Ruiz_Gallardon\Alberto_Ruiz_Gallardon_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Henry_Hyde\Henry_Hyde_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rudolph_Giuliani\Rudolph_Giuliani_0011.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dan_Kellner\Dan_Kellner_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Liu_Mingkang\Liu_Mingkang_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thaksin_Shinawatra\Thaksin_Shinawatra_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lokendra_Bahadur_Chand\Lokendra_Bahadur_Chand_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jiang_Zemin\Jiang_Zemin_0015.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jiang_Zemin\Jiang_Zemin_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Francis_George\Francis_George_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Burrell\Paul_Burrell_0010.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ruth_Dreifuss\Ruth_Dreifuss_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ruth_Dreifuss\Ruth_Dreifuss_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wang_Yingfan\Wang_Yingfan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wang_Yingfan\Wang_Yingfan_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_McKiernan\David_McKiernan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Angelo_Reyes\Angelo_Reyes_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chris_Simon\Chris_Simon_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_Mackay\Peter_Mackay_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Laurent_Gbagbo\Laurent_Gbagbo_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ruth_Pearce\Ruth_Pearce_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Antonio_Banderas\Antonio_Banderas_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Antonio_Banderas\Antonio_Banderas_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Williams\John_Williams_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jennifer_Murray\Jennifer_Murray_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cesar_Gaviria\Cesar_Gaviria_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kristin_Scott\Kristin_Scott_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Silvan_Shalom\Silvan_Shalom_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Glenn_Rivers\Glenn_Rivers_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Damon_van_Dam\Damon_van_Dam_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Damon_van_Dam\Damon_van_Dam_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Luo_Linquan\Luo_Linquan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Betsy_Coffin\Betsy_Coffin_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Xanana_Gusmao\Xanana_Gusmao_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Xanana_Gusmao\Xanana_Gusmao_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Constance_Marie\Constance_Marie_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Constance_Marie\Constance_Marie_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Zhang_Yimou\Zhang_Yimou_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rick_Bland\Rick_Bland_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sepp_Blatter\Sepp_Blatter_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sepp_Blatter\Sepp_Blatter_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dan_Wheldon\Dan_Wheldon_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dan_Wheldon\Dan_Wheldon_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Byrd\Paul_Byrd_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Byrd\Paul_Byrd_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Kocharian\Robert_Kocharian_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Kocharian\Robert_Kocharian_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lech_Walesa\Lech_Walesa_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lech_Walesa\Lech_Walesa_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ringo_Starr\Ringo_Starr_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Martha_Sahagun_de_Fox\Martha_Sahagun_de_Fox_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kamal_Kharrazi\Kamal_Kharrazi_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kamal_Kharrazi\Kamal_Kharrazi_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Princess_Masako\Princess_Masako_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michelle_Yeoh\Michelle_Yeoh_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Billy_Sollie\Billy_Sollie_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Billy_Sollie\Billy_Sollie_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Inocencio_Arias\Inocencio_Arias_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Inocencio_Arias\Inocencio_Arias_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hector_Babenco\Hector_Babenco_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hector_Babenco\Hector_Babenco_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Glafcos_Clerides\Glafcos_Clerides_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Glafcos_Clerides\Glafcos_Clerides_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Oxana_Fedorova\Oxana_Fedorova_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Hyde\William_Hyde_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Yao_Ming\Yao_Ming_0008.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Yao_Ming\Yao_Ming_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jenny_Romero\Jenny_Romero_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kim_Weeks\Kim_Weeks_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bono\Bono_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bono\Bono_0003.npy,1
